0,0.09475,0.1895,0.28425,0,0.09475,0.1895,0.28425,0,0.09475,0.1895,0.28425
0.2721,0.2721,0.2721,0.2721,0.4535,0.4535,0.4535,0.4535,0.63491,0.63491,0.63491,0.63491
0,0.025427,0.050625,0.07537,0,0.04145,0.082527,0.12286,0,0.056112,0.11172,0.16633
0,0.025934,0.051635,0.076873,0,0.042277,0.084174,0.12532,0,0.057232,0.11395,0.16965
0,0.026439,0.05264,0.078369,0,0.043099,0.085812,0.12775,0,0.058346,0.11617,0.17295
0,0.026941,0.05364,0.079857,0,0.043918,0.087441,0.13018,0,0.059453,0.11837,0.17623
0,0.02744,0.054634,0.081337,0,0.044732,0.089062,0.13259,0,0.060555,0.12057,0.1795
0,0.027937,0.055622,0.082809,0,0.045541,0.090674,0.13499,0,0.061651,0.12275,0.18275
0,0.02843,0.056606,0.084273,0,0.046346,0.092276,0.13738,0,0.062741,0.12492,0.18598
0,0.028921,0.057583,0.085728,0,0.047146,0.09387,0.13975,0,0.063824,0.12708,0.18919
0,0.029409,0.058555,0.087175,0,0.047942,0.095454,0.14211,0,0.064901,0.12922,0.19238
0,0.029894,0.059521,0.088613,0,0.048733,0.097028,0.14445,0,0.065972,0.13135,0.19555
0,0.030377,0.060481,0.090042,0,0.049519,0.098593,0.14678,0,0.067036,0.13347,0.19871
0,0.030856,0.061434,0.091462,0,0.0503,0.10015,0.1491,0,0.068093,0.13558,0.20184
0,0.031332,0.062382,0.092873,0,0.051076,0.10169,0.1514,0,0.069144,0.13767,0.20496
0,0.031804,0.063324,0.094275,0,0.051846,0.10323,0.15368,0,0.070187,0.13974,0.20805
0,0.032274,0.064259,0.095667,0,0.052612,0.10475,0.15595,0,0.071224,0.14181,0.21112
0,0.032741,0.065187,0.09705,0,0.053373,0.10627,0.15821,0,0.072253,0.14386,0.21417
0,0.033204,0.06611,0.098423,0,0.054128,0.10777,0.16044,0,0.073275,0.14589,0.2172
0,0.033664,0.067025,0.099786,0,0.054877,0.10926,0.16267,0,0.07429,0.14791,0.22021
0,0.03412,0.067934,0.10114,0,0.055621,0.11074,0.16487,0,0.075297,0.14992,0.2232
0,0.034573,0.068836,0.10248,0,0.05636,0.11221,0.16706,0,0.076297,0.15191,0.22616
0,0.035023,0.069732,0.10381,0,0.057093,0.11367,0.16923,0,0.07729,0.15389,0.2291
0,0.035469,0.07062,0.10514,0,0.05782,0.11512,0.17139,0,0.078274,0.15585,0.23202
0,0.035912,0.071501,0.10645,0,0.058542,0.11656,0.17353,0,0.079251,0.15779,0.23491
0,0.036351,0.072375,0.10775,0,0.059257,0.11798,0.17565,0,0.080219,0.15972,0.23779
0,0.036786,0.073242,0.10904,0,0.059967,0.1194,0.17775,0,0.08118,0.16163,0.24063
0,0.037218,0.074101,0.11032,0,0.060671,0.1208,0.17984,0,0.082133,0.16353,0.24346
0,0.037646,0.074953,0.11159,0,0.061368,0.12219,0.18191,0,0.083077,0.16541,0.24626
0,0.03807,0.075798,0.11285,0,0.06206,0.12356,0.18396,0,0.084013,0.16727,0.24903
0,0.03849,0.076635,0.11409,0,0.062745,0.12493,0.18599,0,0.084941,0.16912,0.25178
0,0.038907,0.077464,0.11533,0,0.063424,0.12628,0.188,0,0.08586,0.17095,0.25451
0,0.039319,0.078286,0.11655,0,0.064097,0.12762,0.19,0,0.086771,0.17276,0.25721
0,0.039728,0.0791,0.11776,0,0.064763,0.12895,0.19197,0,0.087673,0.17456,0.25988
