0.379,0.379,0.379
0.2721,0.4535,0.63491
0.099438,0.1621,0.21944
0.10142,0.16533,0.22382
0.1034,0.16855,0.22818
0.10536,0.17175,0.23251
0.10731,0.17494,0.23682
0.10925,0.1781,0.2411
0.11118,0.18125,0.24537
0.1131,0.18438,0.2496
0.11501,0.18749,0.25381
0.11691,0.19058,0.258
0.1188,0.19366,0.26216
0.12067,0.19671,0.2663
0.12253,0.19975,0.2704
0.12438,0.20276,0.27449
0.12622,0.20575,0.27854
0.12804,0.20873,0.28257
0.12985,0.21168,0.28656
0.13165,0.21461,0.29053
0.13344,0.21752,0.29447
0.13521,0.22041,0.29838
0.13697,0.22328,0.30226
0.13871,0.22612,0.30611
0.14044,0.22894,0.30993
0.14216,0.23174,0.31372
0.14386,0.23452,0.31748
0.14555,0.23727,0.3212
0.14722,0.24,0.3249
0.14888,0.2427,0.32856
0.15053,0.24538,0.33219
0.15215,0.24804,0.33578
0.15377,0.25067,0.33934
0.15537,0.25327,0.34287
0.15695,0.25585,0.34636
0.15852,0.25841,0.34982
0.16007,0.26094,0.35324
0.1616,0.26344,0.35663
0.16312,0.26592,0.35998
0.16463,0.26837,0.3633
0.16611,0.27079,0.36658
0.16758,0.27319,0.36982
0.16903,0.27555,0.37303
0.17047,0.27789,0.3762
0.17189,0.28021,0.37933
0.17329,0.28249,0.38242
0.17468,0.28475,0.38548
0.17604,0.28698,0.3885
0.17739,0.28918,0.39147
0.17872,0.29135,0.39441
0.18004,0.29349,0.39731
0.18133,0.2956,0.40017
0.18261,0.29769,0.40299
0.18387,0.29974,0.40577
0.18511,0.30176,0.40851
0.18633,0.30376,0.41121
0.18754,0.30572,0.41387
0.18872,0.30765,0.41648
0.18989,0.30955,0.41905
0.19104,0.31142,0.42159
0.19217,0.31326,0.42408
0.19327,0.31507,0.42652
0.19436,0.31684,0.42893
0.19543,0.31859,0.43129
0.19648,0.3203,0.43361
0.19752,0.32198,0.43588
0.19853,0.32363,0.43811
0.19952,0.32525,0.4403
0.20049,0.32683,0.44245
0.20144,0.32838,0.44455
0.20237,0.3299,0.4466
0.20328,0.33138,0.44861
0.20417,0.33284,0.45058
0.20504,0.33426,0.4525
0.20589,0.33564,0.45437
0.20672,0.33699,0.4562
0.20753,0.33831,0.45799
0.20832,0.33959,0.45973
0.20909,0.34084,0.46142
0.20983,0.34206,0.46306
0.21056,0.34324,0.46466
0.21126,0.34439,0.46622
0.21194,0.3455,0.46772
0.21261,0.34658,0.46918
0.21325,0.34763,0.4706
0.21387,0.34864,0.47196
0.21446,0.34961,0.47328
0.21504,0.35055,0.47455
0.21559,0.35145,0.47578
0.21613,0.35232,0.47696
0.21664,0.35316,0.47808
0.21713,0.35395,0.47917
0.2176,0.35472,0.4802
0.21804,0.35545,0.48118
0.21847,0.35614,0.48212
0.21887,0.35679,0.48301
0.21925,0.35742,0.48385
0.21961,0.358,0.48464
0.21995,0.35855,0.48539
0.22026,0.35906,0.48608
0.22056,0.35954,0.48673
0.22083,0.35998,0.48733
0.22107,0.36039,0.48788
