0,0.09475,0.1895,0.28425,0.379
0.81631,0.81631,0.81631,0.81631,0.81631
0,0.068934,0.13725,0.20433,0.26958
0,0.070309,0.13999,0.20841,0.27496
0,0.071677,0.14271,0.21247,0.28031
0,0.073038,0.14542,0.2165,0.28564
0,0.074392,0.14812,0.22051,0.29093
0,0.075738,0.1508,0.2245,0.29619
0,0.077077,0.15346,0.22847,0.30143
0,0.078408,0.15611,0.23242,0.30663
0,0.079731,0.15875,0.23634,0.31181
0,0.081046,0.16137,0.24024,0.31695
0,0.082353,0.16397,0.24411,0.32206
0,0.083652,0.16655,0.24796,0.32714
0,0.084942,0.16912,0.25179,0.33219
0,0.086224,0.17168,0.25559,0.3372
0,0.087498,0.17421,0.25936,0.34218
0,0.088762,0.17673,0.26311,0.34713
0,0.090018,0.17923,0.26683,0.35204
0,0.091265,0.18171,0.27053,0.35692
0,0.092502,0.18417,0.2742,0.36176
0,0.093731,0.18662,0.27784,0.36656
0,0.09495,0.18905,0.28145,0.37133
0,0.096159,0.19146,0.28503,0.37606
0,0.097359,0.19384,0.28859,0.38075
0,0.098549,0.19621,0.29212,0.3854
0,0.099729,0.19856,0.29562,0.39002
0,0.1009,0.20089,0.29909,0.3946
0,0.10206,0.2032,0.30253,0.39913
0,0.10321,0.20549,0.30593,0.40363
0,0.10435,0.20776,0.30931,0.40809
0,0.10548,0.21001,0.31266,0.4125
0,0.1066,0.21224,0.31598,0.41688
0,0.10771,0.21444,0.31926,0.42121
0,0.1088,0.21663,0.32251,0.4255
0,0.10989,0.21879,0.32573,0.42975
0,0.11096,0.22093,0.32892,0.43396
0,0.11203,0.22305,0.33208,0.43812
0,0.11308,0.22515,0.3352,0.44224
0,0.11412,0.22722,0.33829,0.44631
0,0.11515,0.22928,0.34134,0.45034
0,0.11617,0.2313,0.34436,0.45433
0,0.11718,0.23331,0.34735,0.45827
0,0.11818,0.23529,0.3503,0.46216
0,0.11916,0.23725,0.35321,0.46601
0,0.12013,0.23918,0.35609,0.46981
0,0.12109,0.2411,0.35894,0.47356
0,0.12204,0.24298,0.36175,0.47727
0,0.12297,0.24485,0.36452,0.48092
0,0.1239,0.24668,0.36726,0.48453
0,0.12481,0.2485,0.36996,0.4881
0,0.12571,0.25029,0.37262,0.49161
0,0.12659,0.25205,0.37524,0.49507
0,0.12747,0.25379,0.37783,0.49849
0,0.12833,0.2555,0.38038,0.50185
0,0.12917,0.25719,0.38289,0.50517
0,0.13001,0.25885,0.38537,0.50843
0,0.13083,0.26048,0.3878,0.51164
0,0.13164,0.26209,0.3902,0.51481
0,0.13243,0.26368,0.39256,0.51792
0,0.13322,0.26524,0.39488,0.52097
0,0.13398,0.26677,0.39715,0.52398
0,0.13474,0.26827,0.39939,0.52693
0,0.13548,0.26975,0.40159,0.52984
0,0.13621,0.2712,0.40375,0.53268
0,0.13692,0.27262,0.40587,0.53548
0,0.13763,0.27402,0.40795,0.53822
0,0.13831,0.27538,0.40999,0.54091
0,0.13899,0.27673,0.41198,0.54354
0,0.13965,0.27804,0.41394,0.54612
0,0.14029,0.27932,0.41585,0.54865
0,0.14092,0.28058,0.41772,0.55112
0,0.14154,0.28181,0.41955,0.55353
0,0.14214,0.28301,0.42134,0.55589
0,0.14273,0.28418,0.42309,0.55819
0,0.14331,0.28533,0.42479,0.56044
0,0.14387,0.28644,0.42645,0.56263
0,0.14441,0.28753,0.42807,0.56477
0,0.14495,0.28859,0.42965,0.56685
0,0.14546,0.28962,0.43118,0.56887
0,0.14597,0.29062,0.43267,0.57084
0,0.14645,0.29159,0.43412,0.57275
0,0.14693,0.29254,0.43552,0.5746
0,0.14739,0.29345,0.43688,0.57639
0,0.14783,0.29433,0.4382,0.57813
0,0.14826,0.29519,0.43947,0.57981
0,0.14867,0.29601,0.4407,0.58143
0,0.14907,0.29681,0.44188,0.58299
0,0.14946,0.29757,0.44302,0.58449
0,0.14983,0.29831,0.44411,0.58594
0,0.15018,0.29901,0.44517,0.58732
0,0.15052,0.29969,0.44617,0.58865
0,0.15085,0.30034,0.44713,0.58992
0,0.15115,0.30095,0.44805,0.59113
0,0.15145,0.30154,0.44892,0.59228
0,0.15173,0.3021,0.44975,0.59337
0,0.15199,0.30262,0.45054,0.59441
0,0.15224,0.30312,0.45127,0.59538
0,0.15247,0.30358,0.45197,0.59629
0,0.15269,0.30402,0.45261,0.59715
0,0.1529,0.30442,0.45321,0.59794
0,0.15308,0.30479,0.45377,0.59868
0,0.15326,0.30514,0.45428,0.59935
